"P_SYS_ID","P_QSTNR_SK","P_QSTNR_TY_CD","P_QSTNR_OCC_DT","L_HIBERNATE_VER_NUM","G_AUD_USER_ID","G_AUD_TS","G_AUD_ADD_USER_ID","G_AUD_ADD_TS"
1276792,1640134,"33",31-DEC-99,7,"GUESTUSER",17-APR-13 10.10.23.726000000 AM,"GUESTUSER",10-APR-13 10.42.17.372000000 AM
1276794,1640135,"40",01-JAN-00,21,"guestUser",11-APR-13 03.29.10.920000000 PM,"guestUser",10-APR-13 11.01.59.609000000 AM
1276796,1640138,"40",31-DEC-99,11,"guestUser",15-APR-13 10.03.38.640000000 AM,"guestUser",10-APR-13 11.24.07.121000000 AM
1276796,1640139,"29",01-JAN-00,11,"GUESTUSER",15-APR-13 10.03.38.639000000 AM,"GUESTUSER",10-APR-13 11.24.07.122000000 AM
1276796,1640140,"38",01-JAN-00,11,"guestUser",15-APR-13 10.03.38.639000000 AM,"guestUser",10-APR-13 11.24.07.122000000 AM
1276796,1640143,"28",01-JAN-00,8,"GUESTUSER",15-APR-13 10.03.38.638000000 AM,"GUESTUSER",10-APR-13 11.30.11.004000000 AM
1276796,1640144,"30",01-JAN-00,5,"GUESTUSER",15-APR-13 10.03.38.637000000 AM,"GUESTUSER",10-APR-13 11.32.34.433000000 AM
1276796,1640145,"31",01-JAN-00,5,"GUESTUSER",15-APR-13 10.03.38.637000000 AM,"GUESTUSER",10-APR-13 11.32.34.433000000 AM
1276796,1640146,"32",01-JAN-00,5,"GUESTUSER",15-APR-13 10.03.38.636000000 AM,"GUESTUSER",10-APR-13 11.32.34.434000000 AM
1276796,1640147,"07",01-JAN-00,13,"guestUser",26-SEP-13 09.07.00.083000000 AM,"guestUser",10-APR-13 11.32.13.854000000 AM
1276796,1640148,"08",01-JAN-00,13,"guestUser",26-SEP-13 09.07.00.083000000 AM,"guestUser",10-APR-13 11.32.13.854000000 AM
1276796,1640149,"26",01-JAN-00,13,"guestUser",26-SEP-13 09.07.00.082000000 AM,"guestUser",10-APR-13 11.32.13.854000000 AM
1276796,1640150,"25",01-JAN-00,13,"guestUser",26-SEP-13 09.07.00.081000000 AM,"guestUser",10-APR-13 11.32.13.854000000 AM
1276796,1640151,"02",01-JAN-00,13,"guestUser",26-SEP-13 09.07.00.081000000 AM,"guestUser",10-APR-13 11.32.13.855000000 AM
1276796,1640152,"16",01-JAN-00,13,"guestUser",26-SEP-13 09.07.00.081000000 AM,"guestUser",10-APR-13 11.32.13.856000000 AM
1276796,1640153,"17",01-JAN-00,13,"guestUser",26-SEP-13 09.07.00.080000000 AM,"guestUser",10-APR-13 11.32.13.856000000 AM
1276796,1640154,"18",01-JAN-00,13,"guestUser",26-SEP-13 09.07.00.080000000 AM,"guestUser",10-APR-13 11.32.13.856000000 AM
1276796,1640155,"06",01-JAN-00,13,"guestUser",26-SEP-13 09.07.00.080000000 AM,"guestUser",10-APR-13 11.32.13.857000000 AM
1276796,1640156,"19",01-JAN-00,13,"guestUser",26-SEP-13 09.07.00.079000000 AM,"guestUser",10-APR-13 11.32.13.857000000 AM
1276796,1640157,"20",01-JAN-00,13,"guestUser",26-SEP-13 09.07.00.079000000 AM,"guestUser",10-APR-13 11.32.13.857000000 AM
1276796,1640158,"21",01-JAN-00,13,"guestUser",26-SEP-13 09.07.00.083000000 AM,"guestUser",10-APR-13 11.32.13.857000000 AM
1276796,1640159,"22",01-JAN-00,13,"guestUser",26-SEP-13 09.07.00.082000000 AM,"guestUser",10-APR-13 11.32.13.857000000 AM
1276796,1640160,"23",01-JAN-00,13,"guestUser",26-SEP-13 09.07.00.082000000 AM,"guestUser",10-APR-13 11.32.13.858000000 AM
1276796,1640161,"24",01-JAN-00,13,"guestUser",26-SEP-13 09.07.00.081000000 AM,"guestUser",10-APR-13 11.32.13.858000000 AM
1276795,1640162,"28",01-JAN-00,4,"GUESTUSER",10-APR-13 11.42.45.268000000 AM,"GUESTUSER",10-APR-13 11.37.08.048000000 AM
1276795,1640163,"29",01-JAN-00,4,"GUESTUSER",10-APR-13 11.42.45.268000000 AM,"GUESTUSER",10-APR-13 11.37.08.048000000 AM
1276795,1640164,"30",01-JAN-00,4,"GUESTUSER",10-APR-13 11.42.45.267000000 AM,"GUESTUSER",10-APR-13 11.37.08.048000000 AM
1276795,1640165,"31",01-JAN-00,4,"GUESTUSER",10-APR-13 11.42.45.266000000 AM,"GUESTUSER",10-APR-13 11.37.08.048000000 AM
1276795,1640166,"32",01-JAN-00,4,"GUESTUSER",10-APR-13 11.42.45.264000000 AM,"GUESTUSER",10-APR-13 11.37.08.049000000 AM
1276795,1640167,"07",01-JAN-00,15,"guestUser",10-APR-13 03.11.49.821000000 PM,"guestUser",10-APR-13 11.38.36.510000000 AM
1276795,1640168,"08",01-JAN-00,15,"guestUser",10-APR-13 03.11.49.821000000 PM,"guestUser",10-APR-13 11.38.36.510000000 AM
1276795,1640169,"26",01-JAN-00,15,"guestUser",10-APR-13 03.11.49.820000000 PM,"guestUser",10-APR-13 11.38.36.510000000 AM
1276795,1640170,"25",01-JAN-00,15,"guestUser",10-APR-13 03.11.49.820000000 PM,"guestUser",10-APR-13 11.38.36.510000000 AM
1276795,1640171,"02",01-JAN-00,15,"guestUser",10-APR-13 03.11.49.819000000 PM,"guestUser",10-APR-13 11.38.36.510000000 AM
1276795,1640172,"16",01-JAN-00,15,"guestUser",10-APR-13 03.11.49.819000000 PM,"guestUser",10-APR-13 11.38.36.512000000 AM
1276795,1640173,"17",01-JAN-00,15,"guestUser",10-APR-13 03.11.49.819000000 PM,"guestUser",10-APR-13 11.38.36.512000000 AM
1276795,1640174,"18",01-JAN-00,15,"guestUser",10-APR-13 03.11.49.819000000 PM,"guestUser",10-APR-13 11.38.36.512000000 AM
1276795,1640175,"06",01-JAN-00,15,"guestUser",10-APR-13 03.11.49.818000000 PM,"guestUser",10-APR-13 11.38.36.512000000 AM
1276795,1640176,"19",01-JAN-00,15,"guestUser",10-APR-13 03.11.49.818000000 PM,"guestUser",10-APR-13 11.38.36.513000000 AM
1276795,1640177,"20",01-JAN-00,15,"guestUser",10-APR-13 03.11.49.818000000 PM,"guestUser",10-APR-13 11.38.36.513000000 AM
1276795,1640178,"21",01-JAN-00,15,"guestUser",10-APR-13 03.11.49.821000000 PM,"guestUser",10-APR-13 11.38.36.513000000 AM
1276795,1640179,"22",01-JAN-00,15,"guestUser",10-APR-13 03.11.49.820000000 PM,"guestUser",10-APR-13 11.38.36.513000000 AM
1276795,1640180,"23",01-JAN-00,15,"guestUser",10-APR-13 03.11.49.820000000 PM,"guestUser",10-APR-13 11.38.36.513000000 AM
1276795,1640181,"24",01-JAN-00,15,"guestUser",10-APR-13 03.11.49.820000000 PM,"guestUser",10-APR-13 11.38.36.514000000 AM
1276793,1640182,"35",01-JAN-00,10,"GUESTUSER",10-APR-13 02.18.23.831000000 PM,"GUESTUSER",10-APR-13 11.39.09.694000000 AM
1276793,1640183,"34",01-JAN-00,10,"GUESTUSER",10-APR-13 02.18.23.829000000 PM,"GUESTUSER",10-APR-13 11.39.09.694000000 AM
1276793,1640184,"26",01-JAN-00,31,"GUESTUSER",23-OCT-13 01.11.40.607000000 PM,"GUESTUSER",10-APR-13 11.57.01.288000000 AM
1276793,1640185,"25",01-JAN-00,31,"GUESTUSER",23-OCT-13 01.11.40.607000000 PM,"GUESTUSER",10-APR-13 11.57.01.289000000 AM
1276793,1640186,"24",01-JAN-00,31,"GUESTUSER",23-OCT-13 01.11.40.606000000 PM,"GUESTUSER",10-APR-13 11.57.01.289000000 AM
1276793,1640187,"23",01-JAN-00,31,"GUESTUSER",23-OCT-13 01.11.40.606000000 PM,"GUESTUSER",10-APR-13 11.57.01.289000000 AM
1276793,1640188,"22",01-JAN-00,31,"GUESTUSER",23-OCT-13 01.11.40.605000000 PM,"GUESTUSER",10-APR-13 11.57.01.289000000 AM
1276793,1640189,"21",01-JAN-00,31,"GUESTUSER",23-OCT-13 01.11.40.605000000 PM,"GUESTUSER",10-APR-13 11.57.01.290000000 AM
1276793,1640190,"20",01-JAN-00,31,"GUESTUSER",23-OCT-13 01.11.40.604000000 PM,"GUESTUSER",10-APR-13 11.57.01.290000000 AM
1276793,1640191,"19",01-JAN-00,31,"GUESTUSER",23-OCT-13 01.11.40.603000000 PM,"GUESTUSER",10-APR-13 11.57.01.290000000 AM
1276793,1640192,"06",01-JAN-00,31,"GUESTUSER",23-OCT-13 01.11.40.603000000 PM,"GUESTUSER",10-APR-13 11.57.01.292000000 AM
1276793,1640193,"18",01-JAN-00,31,"GUESTUSER",23-OCT-13 01.11.40.608000000 PM,"GUESTUSER",10-APR-13 11.57.01.292000000 AM
1276793,1640194,"27",01-JAN-00,31,"GUESTUSER",23-OCT-13 01.11.40.608000000 PM,"GUESTUSER",10-APR-13 11.57.01.292000000 AM
1276793,1640195,"12",01-JAN-00,31,"GUESTUSER",23-OCT-13 01.11.40.608000000 PM,"GUESTUSER",10-APR-13 11.57.01.292000000 AM
1276793,1640196,"08",01-JAN-00,31,"GUESTUSER",23-OCT-13 01.11.40.607000000 PM,"GUESTUSER",10-APR-13 11.57.01.292000000 AM
1276793,1640197,"07",01-JAN-00,31,"GUESTUSER",23-OCT-13 01.11.40.607000000 PM,"GUESTUSER",10-APR-13 11.57.01.293000000 AM
1276793,1640198,"13",01-JAN-00,31,"GUESTUSER",23-OCT-13 01.11.40.606000000 PM,"GUESTUSER",10-APR-13 11.57.01.293000000 AM
1276793,1640199,"14",01-JAN-00,31,"GUESTUSER",23-OCT-13 01.11.40.605000000 PM,"GUESTUSER",10-APR-13 11.57.01.293000000 AM
1276793,1640200,"15",01-JAN-00,31,"GUESTUSER",23-OCT-13 01.11.40.605000000 PM,"GUESTUSER",10-APR-13 11.57.01.293000000 AM
1276793,1640201,"02",01-JAN-00,31,"GUESTUSER",23-OCT-13 01.11.40.604000000 PM,"GUESTUSER",10-APR-13 11.57.01.294000000 AM
1276793,1640202,"16",01-JAN-00,31,"GUESTUSER",23-OCT-13 01.11.40.603000000 PM,"GUESTUSER",10-APR-13 11.57.01.294000000 AM
1276793,1640203,"17",01-JAN-00,31,"GUESTUSER",23-OCT-13 01.11.40.603000000 PM,"GUESTUSER",10-APR-13 11.57.01.294000000 AM
1276794,1640204,"36",01-JAN-00,17,"GUESTUSER",11-APR-13 03.29.10.918000000 PM,"GUESTUSER",10-APR-13 12.12.13.336000000 PM
1276794,1640205,"33",31-DEC-99,17,"GUESTUSER",11-APR-13 03.29.10.910000000 PM,"GUESTUSER",10-APR-13 12.12.13.336000000 PM
1276797,1640223,"38",01-JAN-00,6,"guestUser",10-APR-13 01.40.06.725000000 PM,"guestUser",10-APR-13 01.27.35.454000000 PM
1276797,1640224,"40",01-JAN-00,6,"guestUser",10-APR-13 01.40.06.725000000 PM,"guestUser",10-APR-13 01.27.35.455000000 PM
1276797,1640225,"28",01-JAN-00,5,"GUESTUSER",10-APR-13 01.40.06.724000000 PM,"GUESTUSER",10-APR-13 01.32.03.042000000 PM
1276798,1640245,"38",01-JAN-00,8,"guestUser",10-APR-13 01.52.53.503000000 PM,"guestUser",10-APR-13 01.42.08.856000000 PM
1276798,1640246,"40",01-JAN-00,8,"guestUser",10-APR-13 01.52.53.503000000 PM,"guestUser",10-APR-13 01.42.08.856000000 PM
1276798,1640247,"28",01-JAN-00,6,"GUESTUSER",10-APR-13 01.52.53.502000000 PM,"GUESTUSER",10-APR-13 01.45.35.149000000 PM
1276798,1640248,"32",01-JAN-00,5,"GUESTUSER",10-APR-13 01.52.53.502000000 PM,"GUESTUSER",10-APR-13 01.47.54.752000000 PM
1276798,1640249,"31",01-JAN-00,5,"GUESTUSER",10-APR-13 01.52.53.501000000 PM,"GUESTUSER",10-APR-13 01.47.54.752000000 PM
1276798,1640250,"30",01-JAN-00,5,"GUESTUSER",10-APR-13 01.52.53.501000000 PM,"GUESTUSER",10-APR-13 01.47.54.753000000 PM
1276798,1640251,"29",01-JAN-00,5,"GUESTUSER",10-APR-13 01.52.53.500000000 PM,"GUESTUSER",10-APR-13 01.47.54.753000000 PM
1276798,1640252,"07",01-JAN-00,23,"guestUser",10-APR-13 02.46.33.900000000 PM,"guestUser",10-APR-13 01.47.54.753000000 PM
1276798,1640253,"08",01-JAN-00,23,"guestUser",10-APR-13 02.46.33.900000000 PM,"guestUser",10-APR-13 01.47.54.754000000 PM
1276798,1640254,"26",01-JAN-00,23,"guestUser",10-APR-13 02.46.33.902000000 PM,"guestUser",10-APR-13 01.47.54.754000000 PM
1276798,1640255,"25",01-JAN-00,23,"guestUser",10-APR-13 02.46.33.902000000 PM,"guestUser",10-APR-13 01.47.54.754000000 PM
1276798,1640256,"02",01-JAN-00,23,"guestUser",10-APR-13 02.46.33.902000000 PM,"guestUser",10-APR-13 01.47.54.754000000 PM
1276798,1640257,"16",01-JAN-00,23,"guestUser",10-APR-13 02.46.33.901000000 PM,"guestUser",10-APR-13 01.47.54.755000000 PM
1276798,1640258,"17",01-JAN-00,23,"guestUser",10-APR-13 02.46.33.901000000 PM,"guestUser",10-APR-13 01.47.54.755000000 PM
1276798,1640259,"18",01-JAN-00,23,"guestUser",10-APR-13 02.46.33.901000000 PM,"guestUser",10-APR-13 01.47.54.755000000 PM
1276798,1640260,"06",01-JAN-00,23,"guestUser",10-APR-13 02.46.33.901000000 PM,"guestUser",10-APR-13 01.47.54.755000000 PM
1276798,1640261,"19",01-JAN-00,23,"guestUser",10-APR-13 02.46.33.900000000 PM,"guestUser",10-APR-13 01.47.54.756000000 PM
1276798,1640262,"20",01-JAN-00,23,"guestUser",10-APR-13 02.46.33.900000000 PM,"guestUser",10-APR-13 01.47.54.756000000 PM
1276798,1640263,"21",01-JAN-00,23,"guestUser",10-APR-13 02.46.33.900000000 PM,"guestUser",10-APR-13 01.47.54.757000000 PM
1276798,1640264,"22",01-JAN-00,23,"guestUser",10-APR-13 02.46.33.899000000 PM,"guestUser",10-APR-13 01.47.54.757000000 PM
1276798,1640265,"23",01-JAN-00,23,"guestUser",10-APR-13 02.46.33.903000000 PM,"guestUser",10-APR-13 01.47.54.757000000 PM
1276798,1640266,"24",01-JAN-00,23,"guestUser",10-APR-13 02.46.33.902000000 PM,"guestUser",10-APR-13 01.47.54.757000000 PM
1276784,1640269,"26",01-JAN-00,20,"GUESTUSER",17-JAN-14 10.32.14.029000000 AM,"GUESTUSER",10-APR-13 02.50.44.321000000 PM
1276784,1640270,"25",01-JAN-00,20,"GUESTUSER",17-JAN-14 10.32.14.029000000 AM,"GUESTUSER",10-APR-13 02.50.44.321000000 PM
1276784,1640271,"24",01-JAN-00,20,"GUESTUSER",17-JAN-14 10.32.14.028000000 AM,"GUESTUSER",10-APR-13 02.50.44.321000000 PM
1276784,1640272,"23",01-JAN-00,20,"GUESTUSER",17-JAN-14 10.32.14.027000000 AM,"GUESTUSER",10-APR-13 02.50.44.322000000 PM
1276784,1640273,"22",01-JAN-00,20,"GUESTUSER",17-JAN-14 10.32.14.027000000 AM,"GUESTUSER",10-APR-13 02.50.44.323000000 PM
1276784,1640274,"21",01-JAN-00,20,"GUESTUSER",17-JAN-14 10.32.14.026000000 AM,"GUESTUSER",10-APR-13 02.50.44.323000000 PM
1276784,1640275,"20",01-JAN-00,20,"GUESTUSER",17-JAN-14 10.32.14.026000000 AM,"GUESTUSER",10-APR-13 02.50.44.323000000 PM
1276784,1640276,"19",01-JAN-00,20,"GUESTUSER",17-JAN-14 10.32.14.025000000 AM,"GUESTUSER",10-APR-13 02.50.44.323000000 PM
1276784,1640277,"06",01-JAN-00,20,"GUESTUSER",17-JAN-14 10.32.14.025000000 AM,"GUESTUSER",10-APR-13 02.50.44.324000000 PM
1276784,1640278,"18",01-JAN-00,20,"GUESTUSER",17-JAN-14 10.32.14.024000000 AM,"GUESTUSER",10-APR-13 02.50.44.324000000 PM
1276784,1640279,"27",01-JAN-00,20,"GUESTUSER",17-JAN-14 10.32.14.023000000 AM,"GUESTUSER",10-APR-13 02.50.44.324000000 PM
1276784,1640280,"12",01-JAN-00,20,"GUESTUSER",17-JAN-14 10.32.14.022000000 AM,"GUESTUSER",10-APR-13 02.50.44.324000000 PM
1276784,1640281,"08",01-JAN-00,20,"GUESTUSER",17-JAN-14 10.32.14.029000000 AM,"GUESTUSER",10-APR-13 02.50.44.325000000 PM
1276784,1640282,"07",01-JAN-00,20,"GUESTUSER",17-JAN-14 10.32.14.028000000 AM,"GUESTUSER",10-APR-13 02.50.44.325000000 PM
1276784,1640283,"13",01-JAN-00,20,"GUESTUSER",17-JAN-14 10.32.14.028000000 AM,"GUESTUSER",10-APR-13 02.50.44.325000000 PM
1276784,1640284,"14",01-JAN-00,20,"GUESTUSER",17-JAN-14 10.32.14.027000000 AM,"GUESTUSER",10-APR-13 02.50.44.325000000 PM
1276784,1640285,"15",01-JAN-00,20,"GUESTUSER",17-JAN-14 10.32.14.027000000 AM,"GUESTUSER",10-APR-13 02.50.44.326000000 PM
1276784,1640286,"02",01-JAN-00,20,"GUESTUSER",17-JAN-14 10.32.14.026000000 AM,"GUESTUSER",10-APR-13 02.50.44.326000000 PM
1276784,1640287,"16",01-JAN-00,20,"GUESTUSER",17-JAN-14 10.32.14.025000000 AM,"GUESTUSER",10-APR-13 02.50.44.326000000 PM
1276784,1640288,"17",01-JAN-00,20,"GUESTUSER",17-JAN-14 10.32.14.025000000 AM,"GUESTUSER",10-APR-13 02.50.44.326000000 PM
1180394,1640289,"26",01-JAN-00,0,"NMAIER",10-APR-13 02.52.42.110000000 PM,"NMAIER",10-APR-13 02.52.42.110000000 PM
1180394,1640290,"23",01-JAN-00,0,"NMAIER",10-APR-13 02.52.42.110000000 PM,"NMAIER",10-APR-13 02.52.42.110000000 PM
1180394,1640291,"25",01-JAN-00,0,"NMAIER",10-APR-13 02.52.42.110000000 PM,"NMAIER",10-APR-13 02.52.42.110000000 PM
1180394,1640292,"24",01-JAN-00,0,"NMAIER",10-APR-13 02.52.42.112000000 PM,"NMAIER",10-APR-13 02.52.42.112000000 PM
1180394,1640293,"02",01-JAN-00,0,"NMAIER",10-APR-13 02.52.42.112000000 PM,"NMAIER",10-APR-13 02.52.42.112000000 PM
1180394,1640294,"38",01-JAN-00,0,"NMAIER",10-APR-13 02.52.42.113000000 PM,"NMAIER",10-APR-13 02.52.42.113000000 PM
1180394,1640295,"16",01-JAN-00,0,"NMAIER",10-APR-13 02.52.42.113000000 PM,"NMAIER",10-APR-13 02.52.42.113000000 PM
1180394,1640296,"40",01-JAN-00,0,"NMAIER",10-APR-13 02.52.42.113000000 PM,"NMAIER",10-APR-13 02.52.42.113000000 PM
1180394,1640297,"28",01-JAN-00,0,"NMAIER",10-APR-13 02.52.42.113000000 PM,"NMAIER",10-APR-13 02.52.42.113000000 PM
1180394,1640298,"22",01-JAN-00,0,"NMAIER",10-APR-13 02.52.42.114000000 PM,"NMAIER",10-APR-13 02.52.42.114000000 PM
1180394,1640299,"08",01-JAN-00,0,"NMAIER",10-APR-13 02.52.42.114000000 PM,"NMAIER",10-APR-13 02.52.42.114000000 PM
1180394,1640300,"21",01-JAN-00,0,"NMAIER",10-APR-13 02.52.42.114000000 PM,"NMAIER",10-APR-13 02.52.42.114000000 PM
1180394,1640301,"07",01-JAN-00,0,"NMAIER",10-APR-13 02.52.42.114000000 PM,"NMAIER",10-APR-13 02.52.42.114000000 PM
1180394,1640302,"20",01-JAN-00,0,"NMAIER",10-APR-13 02.52.42.115000000 PM,"NMAIER",10-APR-13 02.52.42.115000000 PM
1180394,1640303,"29",01-JAN-00,0,"NMAIER",10-APR-13 02.52.42.115000000 PM,"NMAIER",10-APR-13 02.52.42.115000000 PM
1180394,1640304,"19",01-JAN-00,0,"NMAIER",10-APR-13 02.52.42.115000000 PM,"NMAIER",10-APR-13 02.52.42.115000000 PM
1180394,1640305,"30",01-JAN-00,0,"NMAIER",10-APR-13 02.52.42.116000000 PM,"NMAIER",10-APR-13 02.52.42.116000000 PM
1180394,1640306,"31",01-JAN-00,0,"NMAIER",10-APR-13 02.52.42.116000000 PM,"NMAIER",10-APR-13 02.52.42.116000000 PM
1180394,1640307,"06",01-JAN-00,0,"NMAIER",10-APR-13 02.52.42.116000000 PM,"NMAIER",10-APR-13 02.52.42.116000000 PM
1180394,1640308,"18",01-JAN-00,0,"NMAIER",10-APR-13 02.52.42.116000000 PM,"NMAIER",10-APR-13 02.52.42.116000000 PM
1180394,1640309,"32",01-JAN-00,0,"NMAIER",10-APR-13 02.52.42.116000000 PM,"NMAIER",10-APR-13 02.52.42.116000000 PM
1180394,1640310,"17",01-JAN-00,0,"NMAIER",10-APR-13 02.52.42.117000000 PM,"NMAIER",10-APR-13 02.52.42.117000000 PM
1173037,1640311,"20",01-JAN-00,0,"NMAIER",10-APR-13 03.05.34.160000000 PM,"NMAIER",10-APR-13 03.05.34.160000000 PM
1173037,1640312,"29",01-JAN-00,0,"NMAIER",10-APR-13 03.05.34.161000000 PM,"NMAIER",10-APR-13 03.05.34.161000000 PM
1173037,1640313,"07",01-JAN-00,0,"NMAIER",10-APR-13 03.05.34.162000000 PM,"NMAIER",10-APR-13 03.05.34.162000000 PM
1173037,1640314,"21",01-JAN-00,0,"NMAIER",10-APR-13 03.05.34.162000000 PM,"NMAIER",10-APR-13 03.05.34.162000000 PM
1173037,1640315,"08",01-JAN-00,0,"NMAIER",10-APR-13 03.05.34.162000000 PM,"NMAIER",10-APR-13 03.05.34.162000000 PM
1173037,1640316,"22",01-JAN-00,0,"NMAIER",10-APR-13 03.05.34.162000000 PM,"NMAIER",10-APR-13 03.05.34.162000000 PM
1173037,1640317,"26",01-JAN-00,0,"NMAIER",10-APR-13 03.05.34.163000000 PM,"NMAIER",10-APR-13 03.05.34.163000000 PM
1173037,1640318,"23",01-JAN-00,0,"NMAIER",10-APR-13 03.05.34.163000000 PM,"NMAIER",10-APR-13 03.05.34.163000000 PM
1173037,1640319,"25",01-JAN-00,0,"NMAIER",10-APR-13 03.05.34.163000000 PM,"NMAIER",10-APR-13 03.05.34.163000000 PM
1173037,1640320,"19",01-JAN-00,0,"NMAIER",10-APR-13 03.05.34.163000000 PM,"NMAIER",10-APR-13 03.05.34.163000000 PM
1173037,1640321,"30",01-JAN-00,0,"NMAIER",10-APR-13 03.05.34.164000000 PM,"NMAIER",10-APR-13 03.05.34.164000000 PM
1173037,1640322,"06",01-JAN-00,0,"NMAIER",10-APR-13 03.05.34.164000000 PM,"NMAIER",10-APR-13 03.05.34.164000000 PM
1173037,1640323,"31",01-JAN-00,0,"NMAIER",10-APR-13 03.05.34.164000000 PM,"NMAIER",10-APR-13 03.05.34.164000000 PM
1173037,1640324,"18",01-JAN-00,0,"NMAIER",10-APR-13 03.05.34.165000000 PM,"NMAIER",10-APR-13 03.05.34.165000000 PM
1173037,1640325,"32",01-JAN-00,0,"NMAIER",10-APR-13 03.05.34.165000000 PM,"NMAIER",10-APR-13 03.05.34.165000000 PM
1173037,1640326,"17",01-JAN-00,0,"NMAIER",10-APR-13 03.05.34.165000000 PM,"NMAIER",10-APR-13 03.05.34.165000000 PM
1173037,1640327,"28",01-JAN-00,0,"NMAIER",10-APR-13 03.05.34.165000000 PM,"NMAIER",10-APR-13 03.05.34.165000000 PM
1173037,1640328,"40",01-JAN-00,0,"NMAIER",10-APR-13 03.05.34.166000000 PM,"NMAIER",10-APR-13 03.05.34.166000000 PM
1173037,1640329,"16",01-JAN-00,0,"NMAIER",10-APR-13 03.05.34.166000000 PM,"NMAIER",10-APR-13 03.05.34.166000000 PM
1173037,1640330,"38",01-JAN-00,0,"NMAIER",10-APR-13 03.05.34.166000000 PM,"NMAIER",10-APR-13 03.05.34.166000000 PM
1276761,1639503,"07",01-JAN-00,20,"guestUser",16-NOV-13 01.53.04.569000000 PM,"guestUser",04-APR-13 04.01.39.553000000 PM
1276761,1639504,"08",01-JAN-00,20,"guestUser",16-NOV-13 01.53.04.572000000 PM,"guestUser",04-APR-13 04.01.39.554000000 PM
1276761,1639505,"26",01-JAN-00,20,"guestUser",16-NOV-13 01.53.04.571000000 PM,"guestUser",04-APR-13 04.01.39.554000000 PM
1276761,1639506,"02",01-JAN-00,20,"guestUser",16-NOV-13 01.53.04.571000000 PM,"guestUser",04-APR-13 04.01.39.554000000 PM
1276761,1639507,"16",01-JAN-00,20,"guestUser",16-NOV-13 01.53.04.571000000 PM,"guestUser",04-APR-13 04.01.39.554000000 PM
1276761,1639508,"17",01-JAN-00,20,"guestUser",16-NOV-13 01.53.04.570000000 PM,"guestUser",04-APR-13 04.01.39.555000000 PM
1276761,1639509,"18",01-JAN-00,20,"guestUser",16-NOV-13 01.53.04.570000000 PM,"guestUser",04-APR-13 04.01.39.555000000 PM
1276761,1639510,"06",01-JAN-00,20,"guestUser",16-NOV-13 01.53.04.570000000 PM,"guestUser",04-APR-13 04.01.39.555000000 PM
1276761,1639511,"19",01-JAN-00,20,"guestUser",16-NOV-13 01.53.04.570000000 PM,"guestUser",04-APR-13 04.01.39.556000000 PM
1276761,1639512,"20",01-JAN-00,20,"guestUser",16-NOV-13 01.53.04.569000000 PM,"guestUser",04-APR-13 04.01.39.557000000 PM
1276761,1639513,"21",01-JAN-00,20,"guestUser",16-NOV-13 01.53.04.569000000 PM,"guestUser",04-APR-13 04.01.39.558000000 PM
1276761,1639514,"22",01-JAN-00,20,"guestUser",16-NOV-13 01.53.04.569000000 PM,"guestUser",04-APR-13 04.01.39.558000000 PM
1276761,1639515,"23",01-JAN-00,20,"guestUser",16-NOV-13 01.53.04.572000000 PM,"guestUser",04-APR-13 04.01.39.558000000 PM
1276761,1639516,"24",01-JAN-00,20,"guestUser",16-NOV-13 01.53.04.572000000 PM,"guestUser",04-APR-13 04.01.39.558000000 PM
1276761,1639517,"25",01-JAN-00,20,"guestUser",16-NOV-13 01.53.04.571000000 PM,"guestUser",04-APR-13 04.01.39.559000000 PM
1173037,1640331,"02",01-JAN-00,0,"NMAIER",10-APR-13 03.05.34.166000000 PM,"NMAIER",10-APR-13 03.05.34.166000000 PM
1173037,1640332,"24",01-JAN-00,0,"NMAIER",10-APR-13 03.05.34.167000000 PM,"NMAIER",10-APR-13 03.05.34.167000000 PM
1172249,1640335,"07",01-JAN-00,0,"NMAIER",10-APR-13 03.12.30.018000000 PM,"NMAIER",10-APR-13 03.12.30.018000000 PM
1172249,1640336,"21",01-JAN-00,0,"NMAIER",10-APR-13 03.12.30.018000000 PM,"NMAIER",10-APR-13 03.12.30.018000000 PM
1172249,1640337,"08",01-JAN-00,0,"NMAIER",10-APR-13 03.12.30.018000000 PM,"NMAIER",10-APR-13 03.12.30.018000000 PM
1172249,1640338,"22",01-JAN-00,0,"NMAIER",10-APR-13 03.12.30.018000000 PM,"NMAIER",10-APR-13 03.12.30.018000000 PM
1172249,1640339,"23",01-JAN-00,0,"NMAIER",10-APR-13 03.12.30.019000000 PM,"NMAIER",10-APR-13 03.12.30.019000000 PM
1172249,1640340,"26",01-JAN-00,0,"NMAIER",10-APR-13 03.12.30.019000000 PM,"NMAIER",10-APR-13 03.12.30.019000000 PM
1172249,1640341,"38",01-JAN-00,0,"NMAIER",10-APR-13 03.12.30.019000000 PM,"NMAIER",10-APR-13 03.12.30.019000000 PM
1172249,1640342,"25",01-JAN-00,0,"NMAIER",10-APR-13 03.12.30.021000000 PM,"NMAIER",10-APR-13 03.12.30.021000000 PM
1172249,1640343,"24",01-JAN-00,0,"NMAIER",10-APR-13 03.12.30.021000000 PM,"NMAIER",10-APR-13 03.12.30.021000000 PM
1172249,1640344,"20",01-JAN-00,0,"NMAIER",10-APR-13 03.12.30.021000000 PM,"NMAIER",10-APR-13 03.12.30.021000000 PM
